refUMAP_1,refUMAP_2,Cell,orig.ident,nCount_RNA,nFeature_RNA,CCLE_ID,depMapID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,Original.Source.of.Cell.Line,Characteristics,Growth.Medium,Supplements,Freezing.Medium,Doubling.Time.from.Vendor,Doubling.Time.Calculated.hrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code,batch,predicted.celltype
-6.48589086532593,7.39993143081665,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,128510246,25070,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000697,A3/KAW,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,,,,,Asian,,,CCLE,HSRRB,suspension; grows in aggregates,,,5% DMSO,,40,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,211.4255162,DLBC,CCLE,Plasmablast
-5.70898246765137,5.83554267883301,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,106235624,25731,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000157,A4/Fuk,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,,52,asian,,Asian,,,CCLE,JCRB,SUSPENSION,RPMI-10% FBS,,5% DMSO,,118.1,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,116.4358582,DLBC,CCLE,Prog_B 2
-5.60290861129761,5.49698972702026,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,117838872,23348,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000105,ALL-SIL,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,,17,,,Caucasian,,TALL,CCLE,DSMZ,Mostly round cellsgrowing singly or in small clusters in suspention,80-90% RPHI 1640+10-20% h.i.FBS,,10%DMSO,~  48 hrs,74,T-cell_ALL,T-cell_ALL,Leukemia:ALL,122.8998449,ALL,CCLE,Prog_B 2
-3.78922510147095,0.789713501930237,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,79494835,24087,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000557,AML-193,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,female,,13,,,African_american,,,CCLE,ATCC,suspension,IMDM+5%FBS,"0.005mg/ml insulin, 0.005mg/ml transferrin and 5ng/ml GM-CSF",5% DMSO,,80.3,AML,AML,Leukemia:AML,133.3686368,LAML,CCLE,GMP
-5.73085927963257,5.92723178863525,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,130101294,24265,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000838,AMO-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,64,,,Asian,,multiple_myeloma,CCLE,DSMZ,single suspension,RPMI-1640+20% FBS,,5% DMSO,50-90hrs,57.8,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,237.2233013,MM,CCLE,Prog_B 2
-5.7348895072937,5.85423946380615,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,159670417,26206,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000923,BCP-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,male,,92,,,Caucasian,,,CCLE,ATCC,Supsension,RPMI +20% FBS,,5%DMSO,,,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,353.1008508,DLBC,CCLE,Prog_B 2
-5.83367919921875,5.94633865356445,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,141043161,24082,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000080,BDCM,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,male,,,,,Caucasian,,acute myelogenous leukemia M5a,CCLE,NIBRI,,,,,,,B-cell_ALL,B-cell_ALL,Leukemia:ALL,83.25472569,ALL,CCLE,Prog_B 2
-5.62853336334229,5.67317056655884,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,132072676,24709,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000245,BL-41,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,,8,caucasian,,Caucasian,,,CCLE,DSMZ,Adherent,RPMI + 10 % FBS,,5%DMSO,,25.5,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,84.59612727,DLBC,CCLE,Prog_B 2
-5.72290372848511,5.4668231010437,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,139933115,24724,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000402,BL-70,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,,16,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,116.6768714,DLBC,CCLE,Prog_B 2
-5.55676651000977,5.59612941741943,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,123192088,24194,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000432,BV-173,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,,45,,,Caucasian,,,CCLE,DSMZ,"SUSPENSION ( small round cells, slow to grow)",RPMI-1640+20% FBS,2mM L-Glutamine,10% DMSO,,100.6,CML,CML,Leukemia:CML,119.0742413,LCML,CCLE,Prog_B 2
-5.58902311325073,5.66548728942871,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,131967067,26036,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000440,CA46,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,,,,,Asian,ascites,,CCLE,ATCC,Adherent,RPMI + 10 % FBS,,5%DMSO,,25.7,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,135.0411689,DLBC,CCLE,Prog_B 2
-5.67126655578613,5.50415849685669,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,156310535,25370,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000687,CI-1,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,female,,38,,,Caucasian,ascites,,CCLE,NIBRI,,,,,,,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,155.2288707,DLBC,CCLE,Prog_B 2
-2.76503443717957,0.510075926780701,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,136647503,25760,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000641,CMK,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M7,NS,male,,0.8333,,,Asian,,Down syndrome; acute megakaryoblastic leukaemia,CCLE,DSMZ,"single, multiformed, large cells growing in suspension, sometimes loosely adherent (<3%); 2-3% giant, multinucleated cells",80% RPMI 1640 + 20% h.i. FBS,N/A,10%DMSO,~  40-50 hrs,37.6,AML,AML,Leukemia:AML,179.7006765,LAML,CCLE,Prog_RBC
-5.50999546051025,5.42110776901245,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,133111204,26485,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000920,CML-T1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,,36,,,Asian,,,CCLE,DSMZ,"single, round cells insuspension",90 % Iscove's MDMD or RPMI 1640 + 10% h.i. FBS,N/A,,~  48-60 hrs,,CML,CML,Leukemia:CML,383.5382966,LCML,CCLE,Prog_RBC
-5.67747497558594,5.5229663848877,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,164681770,26455,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000786,Daudi,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,,16,african,,African_american,,lymphoma,CCLE,NIBRI,,,,,,,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,172.3342748,DLBC,CCLE,Prog_B 2
-5.66610193252564,5.70832252502441,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,127487743,23174,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000334,DB,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,,45,caucasian,,Caucasian,ascites,germinal center B-cell-like (GCB) DLBCL,CCLE,ATCC,suspension,RPMI-1640 + 10% FBS,,5%DMSO,,52.6,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,120.7925694,DLBC,CCLE,Prog_B 2
-6.37494325637817,-0.450187057256699,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,124101003,25492,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000233,DEL,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,NS,NS,NS,male,,12,,,Caucasian,pleura,,CCLE,DSMZ,"Grows often in cluster in suspention, most cells are polygonal ( some cells are round)",90% RPMI 1640 +10% h.i.FBS,N/A,,~  30 hrs,81.1,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,105.7726022,,CCLE,Prog_RBC
-5.69987964630127,5.6807107925415,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,53023535,23498,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000981,DND-41,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,,13,,,Caucasian,,TALL,CCLE,DSMZ,"round cells growing singl or, occasionally, in clumps",90%RPMI 1640+ 10% h.i. FBS,N/A,,~  35 hrs,139.1,T-cell_ALL,T-cell_ALL,Leukemia:ALL,723.5425088,ALL,CCLE,Prog_B 2
-5.65270805358887,5.58390140533447,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,153383566,25459,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000056,DOHH-2,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,,60,,,Caucasian,pleura,,CCLE,DSMZ,cells grow as sinngle cells or in clumps in suspention,90% RPMI + 10% h.i.FBS,N/a,,~  40 hrs,119.2,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,86.31442483,DLBC,CCLE,Prog_B 2
-5.7101092338562,5.90479803085327,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,146255124,25025,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000877,EB1,primary,haematopoietic_and_lymphoid_tissue,head_neck,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,female,,9,african_american,,African_american,,,CCLE,ATCC,suspension,RPMI + 10 % FBS,,5% DMSO,,89.8,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,210.5005154,DLBC,CCLE,Prog_B 2
-6.00515508651733,6.71379661560059,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,131673611,26539,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000038,EHEB,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,female,,69,,,Caucasian,,,CCLE,DSMZ,"lymphoblastoid, round to polygonal, single or clustered cells in suspention",90% RPMI 1640 +10% h.i.FBS,N/A,,~  50-70 hrs,176,lymphoma_other,B-cell_lymphoma_other,Leukemia:CLL,59.02873727,CLL,CCLE,Plasmablast
-5.88021516799927,6.14284181594849,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,114071287,24652,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000821,EJM,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,58,,,Caucasian,,,CCLE,DSMZ,suspension,IMDM+ 20% FBS,,5%DMSO,,220.4,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,162.7989126,MM,CCLE,Prog_B 2
-5.37096500396729,1.15085792541504,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,154848937,24859,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000295,EM-2,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,,5,caucasian,,Caucasian,,,CCLE,DSMZ,"single, round to oval cells in suspention",90% RPMI 1640 +10% h.i. FBS,N/A,,~  35-40 hrs,65.8,CML,CML,Leukemia:CML,117.0396003,LCML,CCLE,GMP
-6.37721252441406,1.12566411495209,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,170844079,25513,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000198,EOL-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5,NS,male,,33,,,Caucasian,,,CCLE,DSMZ,"(relatively small) round cells growing in suspention, singly or in small clusters",90% RPMI 1640 +10% h.i. FBS,,,~  60 hrs,64.5,AML,AML,Leukemia:AML,93.78945683,LAML,CCLE,Prog_RBC
-1.9833288192749,0.100741982460022,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,132530899,24461,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000487,F-36P,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M6,NS,male,,68,,,Asian,pleura,,CCLE,DSMZ,polymorph cells growing as adherent cells and singly in suspention,80% RPMI 1640 + 10% h.i.FBS,10 ng/ml GM-CSF,,~  24-36 hrs,,AML,AML,Leukemia:AML,167.7509478,LAML,CCLE,Prog_RBC
-5.60831499099731,5.70101547241211,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,173483981,25601,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000162,GA-10,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,,41,caucasian,,Caucasian,,,CCLE,ATCC,"suspension, lymphoblast",RPMI-1640 + 10% FBS,,5%DMSO,,51.6,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,91.70436082,DLBC,CCLE,Prog_B 2
-3.54413294792175,0.900255262851715,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,114544658,25661,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000081,GDM-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,female,,66,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,AML,AML,Leukemia:AML,83.72081463,LAML,CCLE,Prog_RBC
-5.94589614868164,6.07578468322754,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,112162292,25543,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073,GRANTA-519,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,mantle_cell_lymphoma,NS,NS,female,,58,caucasian,,Caucasian,,mantle_cell_lymphoma,CCLE,DSMZ,"spheroid cells growing in suspention, singly or in clumps",90% Dulbecco's MEM(4.5 g/L glucose) +10% h.i.FBS,2mM L-glutamine,,~ 49 hrs,,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,73.86512393,DLBC,CCLE,Prog_B 2
-6.36581802368164,-0.601285219192505,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,120116517,24161,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000267,HDLM-2,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,male,,74,,,Caucasian,pleura,,CCLE,DSMZ,SUSPENSION,RPMI-1640+ 10% FBS,,5% DMSO,,126.8,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,,,CCLE,Prog_B 2
-3.95035743713379,0.709374248981476,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,154929401,24140,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000190,HD-MY-Z,metastasis,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,,,29,,,Caucasian,pleura,,CCLE,,Variable morphology,RPMI-1640+10% FBS,,5%DMSO,,43.6,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,105.1129182,,CCLE,Prog_RBC
-3.19170475006104,0.638182699680328,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,136109349,23724,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000005,HEL 92.1.7,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M6,NS,male,,30,caucasian,,Caucasian,,erythroleukemia,CCLE,NIBRI,,RPMI-1640 + 10% FBS,,5%DMSO,,116,AML,AML,Leukemia:AML,97.3391703,LAML,CCLE,Prog_RBC
-2.58242177963257,0.366006284952164,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,124180494,24148,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000004,HEL,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M6,NS,male,,30,,,Caucasian,,,CCLE,DSMZ,"Round cells to occasionally polynucleated, single cells in suspension, few adherent",RPMI1640+10%FBS,,10%DMSO,36 hrs,38.4,AML,AML,Leukemia:AML,98.18537713,LAML,CCLE,Prog_RBC
-5.55005359649658,5.44145965576172,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,137727042,23607,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000061,HH,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,adult_T_cell_lymphoma-leukaemia,NS,NS,male,,61,caucasian,,Caucasian,,cutaneous T cell lymphoma,CCLE,NIBRI,,,,,,,T-cell_ALL,T-cell_ALL,Leukemia:ALL,79.63113609,ALL,CCLE,Prog_B 2
-6.36129999160767,0.415066808462143,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,110992929,23120,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000002,HL-60,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M2,NS,female,,35,caucasian,,Caucasian,,leukaemia,CCLE,ATCC,suspension; do not allow cell concentration to exceed 1e6cells/ml,IMDM+20 % FBS,na,5%DMSO,,113.3,AML,AML,Leukemia:AML,81.13367296,LAML,CCLE,GMP
-5.58600759506226,5.57901573181152,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,153679763,24952,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000942,HPB-ALL,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,,14,asian,japan,Asian,,TALL,CCLE,DSMZ,rond or polymorph cells growing singly  or in clusters in suspentipn,80-90% RPMI 1640 +10-20% h.i. FBS,,,~  50 hrs,,T-cell_ALL,T-cell_ALL,Leukemia:ALL,498.9830467,ALL,CCLE,Prog_B 2
-5.65849113464356,5.61795854568481,HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,129492690,24216,HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000069,Hs 611.T,primary,haematopoietic_and_lymphoid_tissue,spleen,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,female,,48,,,Caucasian,,,CCLE,NIBRI,,,,,,,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,73.30584648,,CCLE,Prog_B 2
-3.37935566902161,1.36973130702972,HS616T_FIBROBLAST,CCLE,137710321,23449,HS616T_FIBROBLAST,ACH-000063,Hs 616.T,primary,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,male,,16,caucasian,,Caucasian,,,CCLE,,Adherent,DMEM + 10% FBS,,5%DMSO,,,lymphoma_Hodgkin,fibroblast_like,,81.50921629,,CCLE,Prog_RBC
-3.54584860801697,1.03214335441589,HS751T_FIBROBLAST,CCLE,140252729,23356,HS751T_FIBROBLAST,ACH-000165,Hs 751.T,primary,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,,,,,,Caucasian,,,CCLE,GNF,,,,,,,lymphoma_Hodgkin,fibroblast_like,,,,CCLE,Prog_RBC
-5.56840705871582,5.60547399520874,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,143861377,23652,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914,HT,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,male,,70,caucasian,,Caucasian,pleura,,CCLE,NIBRI,,,,,,,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,442.9371418,DLBC,CCLE,Prog_B 2
-5.90179061889648,5.29075050354004,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,132653181,23967,HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000829,HuNS1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,,,,Caucasian,,myeloma,CCLE,NIBRI,,,,,,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,187.9138764,MM,CCLE,Prog_B 2
-5.96944379806519,6.00961637496948,HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,115336306,24361,HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000612,HuT 102,primary,haematopoietic_and_lymphoid_tissue,skin,NS,NS,lymphoid_neoplasm,mycosis_fungoides-Sezary_syndrome,NS,NS,male,,26,african_american,,African_american,,mycosis_fungoides,CCLE,ATCC,suspension,RPMI+10%FBS,,5%DMSO,,,lymphoma_other,T-cell_lymphoma_other,,135.5808971,,CCLE,Prog_B 2
-5.75761604309082,5.26677703857422,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,118157890,24130,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000509,HuT 78,primary,haematopoietic_and_lymphoid_tissue,skin,NS,NS,lymphoid_neoplasm,mycosis_fungoides-Sezary_syndrome,NS,NS,male,,53,caucasian,,Caucasian,,sezary_syndrome,CCLE,NIBRI,,,,,,,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,118.2175686,,CCLE,Prog_B 2
-5.56126070022583,5.60434103012085,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,135664522,24029,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000357,JeKo-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,mantle_cell_lymphoma,NS,NS,female,,78,,,Asian,,mantle_cell_lymphoma,CCLE,,suspension,RPMI1640+20%FBS,,10%DMSO,,46,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,159.114053,DLBC,CCLE,Prog_B 2
-5.88090085983276,6.00767993927002,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,113767858,23796,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000653,JJN-3,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,57,,,Caucasian,,multiple_myeloma,CCLE,DSMZ,single round to oval cells showing  a morphological range from mononuclear to occasionally multinucleated cells growing in suspention,40% Dulbecco's MEM +40% Iscove's MDM + 20% h.i. FBS,,,~  20-35 hrs,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,152.3137588,MM,CCLE,Prog_B 2
-1.69399774074554,-0.72216796875,JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,88029366,23032,JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000241,JK-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,,62,,,Asian,,,CCLE,DSMZ,round single cells growing in suspention (cell pellet shows dedish color hemoglobin),80% RPMI 1640 +20% h.i.FBS,,,~  50 hrs,,CML,CML,Leukemia:CML,122.7622018,LCML,CCLE,Prog_RBC
-5.56149005889893,5.65559387207031,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,184268725,25242,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000151,JM1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,,,,,,Caucasian,,,CCLE,NIBRI,,,,,,,lymphoma_other,B-cell_ALL,Lymphoma:NH_B_cell,101.6673444,DLBC,CCLE,Prog_B 2
